Source,Target,GoldsteinScale
GOV,,1.0
,GOV,2.8
,ELI,1.0
,CVL,0.0
REB,,1.0
,GOV,2.8
GOV,,1.9
GOV,,-4.4
,CVL,4.0
,GOV,0.4
GOV,,0.4
,HLH,-10.0
,JUD,-2.0
GOV,,7.0
REB,GOV,5.0
GOV,REB,5.0
,REB,2.8
GOV,,3.4
GOV,,3.5
GOV,,4.0
,GOV,3.5
REB,REB,2.8
LEG,REB,2.8
GOV,,4.0
CVL,,4.0
REB,GOV,5.0
REB,,1.9
ELI,,1.0
,GOV,1.0
,GOV,4.0
GOV,LEG,7.0
LEG,GOV,7.0
,LAB,4.0
REB,,1.9
,REB,2.8
,MIL,8.0
GOV,EDU,-9.5
,GOV,0.0
,REB,1.0
,GOV,-2.0
GOV,REB,3.4
GOV,,4.0
,AGR,3.0
GOV,EDU,-9.5
LAB,,4.0
,GOV,1.0
MIL,,8.0
GOV,,1.0
EDU,,-2.0
LEG,,3.4
,,-10.0
,GOV,7.0
MIL,,7.0
MIL,GOV,7.0
GOV,,4.0
,MED,0.0
COP,,-10.0
LEG,REB,-2.0
MIL,,7.0
,GOV,-2.0
GOV,,4.0
GOV,,3.4
,GOV,2.8
,COP,-10.0
,GOV,-0.1
BUS,,6.0
,COP,7.0
LEG,,1.0
MIL,,3.4
,GOV,4.0
CVL,,2.8
,CVL,1.9
,REB,8.0
REB,,8.0
REB,,-2.0
BUS,,7.0
,CVL,3.0
GOV,,-10.0
GOV,,7.0
GOV,,6.0
GOV,,1.9
,REB,0.0
GOV,,0.4
GOV,GOV,0.4
COP,,0.0
GOV,,2.8
REB,,-9.0
EDU,,4.0
,GOV,1.9
GOV,,3.5
REB,GOV,4.0
GOV,,4.0
,COP,-5.0
,GOV,5.2
,,1.9
,GOV,4.0
,GOV,5.2
GOV,,4.0
,GOV,4.0
,REB,3.0
REB,REB,7.0
,GOV,4.0
,GOV,7.0
GOV,,7.0
JUD,,-2.0
,GOV,4.0
GOV,REB,4.0
COP,,-5.0
,CVL,4.0
,LAB,4.0
CVL,,4.0
LAB,,4.0
,CVL,0.0
GOV,,5.2
,REB,4.0
GOV,,6.0
,GOV,3.5
,REB,1.0
REB,,4.0
REB,,1.0
,REB,1.9
,,2.8
GOV,,3.5
,GOV,5.2
GOV,,3.4
MIL,,3.4
GOV,,0.0
MED,,4.0
GOV,,3.0
GOV,,1.0
GOV,,3.0
,GOV,3.5
GOV,,4.0
,GOV,1.0
,GOV,3.0
,MED,4.0
,GOV,3.0
REB,,2.8
GOV,,5.0
,GOV,7.0
,REB,3.0
,GOV,-10.0
,REB,8.0
REB,,3.4
REB,,8.0
REB,,3.4
,GOV,-10.0
,GOV,5.2
,CVL,-10.0
GOV,,5.2
REB,,7.0
,GOV,3.4
,GOV,3.4
REB,,3.0
,GOV,1.9
GOV,,7.0
GOV,,4.0
,REB,7.0
,GOV,4.0
LEG,,3.4
JUD,,-10.0
GOV,,3.0
COP,,-10.0
REB,,1.9
GOV,REB,4.0
COP,,0.0
REB,GOV,4.0
REB,GOV,3.5
,BUS,7.0
GOV,,3.4
REB,,3.5
GOV,REB,3.5
,HLH,3.4
LEG,,1.0
,GOV,3.5
,GOV,3.5
GOV,,3.5
,GOV,-10.0
GOV,,3.0
BUS,,7.0
,REB,2.8
,MED,-7.5
,MIL,3.4
CRM,,-5.0
GOV,,2.8
,,0.0
,,0.4
MED,,1.9
,COP,-2.0
,GOV,-7.2
COP,,-5.0
GOV,,-2.0
,GOV,-2.0
,ELI,-2.0
GOV,,1.0
,REB,1.9
REB,,2.8
,MED,0.0
,LEG,3.4
GOV,,3.5
REB,,7.0
,REB,3.5
,MED,2.8
,COP,-2.0
,COP,-2.0
,LEG,-4.0
JUD,,5.0
,,-4.0
GOV,,4.0
JUD,REB,5.0
GOV,,-5.0
,REB,8.0
GOV,,4.0
,GOV,4.0
,COP,-2.0
REB,,8.0
REB,,3.4
GOV,,8.0
,GOV,-0.4
,COP,-2.0
,GOV,5.2
,LEG,3.0
GOV,,5.2
,ELI,2.8
ELI,,1.9
,REB,3.4
,HLH,8.0
,HLH,-4.4
HLH,,8.0
REB,,3.0
REB,,7.0
,GOV,-2.0
,GOV,-2.0
,GOV,-2.0
COP,,-2.0
,GOV,-4.0
,CVL,-2.0
LEG,,3.0
GOV,REB,3.4
GOV,REB,4.0
GOV,REB,8.0
REB,GOV,4.0
REB,GOV,8.0
,GOV,3.4
MIL,,0.0
EDU,,-5.0
GOV,REB,3.4
COP,,-5.0
REB,MIL,4.0
REB,,8.0
,GOV,-0.4
COP,,4.0
COP,,-5.0
,COP,4.0
COP,,4.0
,COP,4.0
,CRM,2.8
COP,,4.0
COP,,-5.0
CRM,,1.9
CRM,,-2.0
MED,,0.0
GOV,,-9.5
,MIL,4.0
MIL,,4.0
MIL,REB,4.0
REB,MIL,4.0
,MED,-4.0
JUD,,5.0
,REB,-4.0
CVL,REB,-4.0
COP,,4.0
,COP,-5.0
BUS,,1.9
,BUS,2.8
BUS,,1.9
REB,MIL,7.0
,BUS,2.8
BUS,,1.9
COP,,7.0
,COP,4.0
CRM,,-5.0
,CVL,0.0
REB,,-0.3
,COP,-2.0
,COP,-2.0
,GOV,2.8
GOV,,1.9
,JUD,0.0
,OPP,2.8
GOV,,5.0
OPP,,1.9
REB,,8.0
,REB,8.0
,REB,1.0
,REB,2.8
GOV,REB,4.0
REB,,1.0
,GOV,5.2
REB,,1.9
GOV,,4.0
,GOV,4.0
GOV,,1.0
,GOV,-4.0
,LEG,-10.0
,LEG,-10.0
,REB,0.0
,REB,4.0
REB,,4.0
,COP,-4.4
REB,,4.0
REB,GOV,4.0
EDU,,-2.0
,REB,8.0
REB,GOV,4.0
COP,,-7.2
,BUS,2.8
,GOV,2.8
OPP,,1.9
,OPP,2.8
,OPP,-5.0
REB,,3.5
GOV,,-4.0
OPP,,1.9
MIL,,-5.0
MIL,,7.0
,REB,1.0
REB,,1.0
OPP,,7.0
GOV,,4.0
,GOV,4.0
REB,,8.0
REB,,-0.3
,REB,8.0
,REB,8.0
REB,,8.0
,LEG,0.0
,BUS,2.8
GOV,,1.0
BUS,,4.0
,GOV,4.0
REB,,1.0
GOV,,-2.0
REB,REB,9.0
REB,REB,10.0
,GOV,1.0
GOV,,1.0
,GOV,0.0
,GOV,8.0
MED,,-2.0
,,-10.0
,OPP,7.0
,REB,4.0
GOV,,8.0
,,-2.0
,REB,1.9
,ELI,-4.0
REB,,2.8
REB,GOV,3.4
,REB,-0.3
COP,,6.0
,GOV,1.9
GOV,,4.0
,OPP,-5.0
,COP,-7.2
,COP,-7.0
GOV,,1.9
GOV,,2.8
,REB,-4.4
REB,,3.4
REB,GOV,8.0
BUS,,1.9
GOV,REB,8.0
ELI,,1.9
,OPP,7.0
REB,,4.0
,GOV,-0.4
,REB,-4.0
REB,,8.0
,ELI,2.8
,GOV,0.0
REB,,10.0
CVL,REB,-4.0
GOV,REB,3.4
,CVL,-2.0
,GOV,3.4
GOV,REB,3.4
REB,,7.0
REB,,4.0
,GOV,1.0
,REB,4.0
GOV,,1.0
,REB,8.0
,ELI,-4.0
GOV,,-4.4
JUD,,3.0
GOV,REB,8.0
,REB,8.0
GOV,,2.8
,REB,9.0
REB,,8.0
,GOV,1.9
GOV,GOV,1.0
REB,,1.9
MIL,,0.0
COP,,4.0
GOV,,1.9
,GOV,2.8
REB,,7.0
REB,GOV,8.0
REB,,5.0
,,2.8
,,1.9
GOV,REB,8.0
,GOV,8.0
GOV,,8.0
,LEG,0.0
REB,REB,10.0
,REB,2.8
REB,,1.9
REB,REB,9.0
GOV,,1.0
JUD,,-5.0
REB,GOV,8.0
COP,,4.0
,MIL,-0.3
,MIL,0.0
REB,GOV,3.5
REB,GOV,7.0
REB,LEG,-2.0
REB,MIL,1.9
REB,,9.0
REB,,3.5
REB,,7.0
GOV,REB,3.5
GOV,REB,7.0
,REB,3.5
,REB,7.0
REB,,1.9
REB,GOV,-7.0
COP,,4.0
MIL,REB,2.8
,REB,2.8
REB,,9.0
,REB,1.9
REB,,2.8
,AGR,2.8
,REB,2.8
REB,,3.4
,REB,-4.4
MED,,-2.0
REB,,1.9
REB,,3.5
,REB,9.0
,REB,2.8
GOV,,-0.4
,GOV,-0.1
,GOV,1.0
GOV,GOV,0.0
OPP,,-0.4
COP,,4.0
CVL,,4.0
,CVL,4.0
GOV,,4.0
,GOV,4.0
,CRM,-2.0
REB,REB,10.0
REB,REB,9.0
,MIL,-0.3
REB,MIL,-10.0
REB,GOV,4.0
,MIL,0.0
REB,REB,-5.0
,REB,2.8
REB,,1.9
COP,,4.0
REB,,1.9
,GOV,1.0
GOV,,1.0
GOV,GOV,1.0
,GOV,-0.4
,REB,2.8
COP,,4.0
GOV,,4.0
GOV,,2.8
,COP,-5.0
REB,,7.0
COP,,-5.0
,GOV,6.0
,GOV,6.0
REB,REB,-2.0
,MIL,1.0
REB,GOV,3.5
REB,,3.5
GOV,REB,3.4
GOV,REB,3.5
,REB,3.4
,MIL,-0.4
,REB,3.5
,GOV,4.0
COP,,4.0
,REB,2.8
REB,,1.9
REB,,1.9
,REB,8.0
,REB,7.0
REB,,8.0
,GOV,4.0
GOV,,0.0
MED,,3.0
GOV,REB,4.0
,MED,3.0
JUD,GOV,3.4
,MED,3.4
,JUD,0.4
COP,,-5.0
,COP,-5.0
GOV,JUD,0.4
COP,,4.0
,,2.8
,,1.9
,CRM,-2.0
,MIL,-0.4
COP,,4.0
,REB,-4.0
COP,,4.0
MIL,,0.0
COP,,4.0
COP,,4.0
,JUD,3.4
,JUD,8.3
,COP,2.8
,REB,3.0
,REB,-10.0
,COP,-5.0
REB,,4.0
,COP,2.8
BUS,,-4.4
BUS,,-0.4
COP,,-5.0
REB,,2.8
MIL,,0.0
,MIL,1.0
,REB,7.0
GOV,REB,8.0
MED,,3.4
,REB,1.9
MED,,-2.0
GOV,GOV,7.0
REB,,8.0
,,3.4
GOV,,4.0
COP,,2.8
REB,GOV,8.0
,COP,1.9
,GOV,6.0
,GOV,4.0
,REB,4.0
,BUS,4.0
,COP,9.0
GOV,,-10.0
,GOV,4.0
,GOV,6.0
BUS,,4.0
,MIL,-0.4
JUD,,1.0
COP,,1.9
,GOV,-10.0
,GOV,4.0
,GOV,3.5
,GOV,4.0
,JUD,1.0
,CRM,-2.0
GOV,,3.5
REB,GOV,4.0
JUD,,-2.0
BUS,,6.4
BUS,,6.4
JUD,,-4.0
GOV,REB,4.0
,REB,8.0
,GOV,1.0
,GOV,-5.0
,GOV,2.8
,GOV,4.0
,COP,-5.0
,GOV,0.0
LEG,,-4.0
MIL,,-5.0
ELI,,-5.0
JUD,,-2.0
,COP,-6.5
,,1.0
,LAB,-5.0
,GOV,7.0
REB,,-2.0
GOV,GOV,7.0
,GOV,0.0
,GOV,3.0
,GOV,2.8
GOV,,1.9
,ELI,-4.4
,GOV,7.0
GOV,REB,4.0
,GOV,-10.0
GOV,REB,3.4
GOV,,7.0
GOV,,1.9
,LAB,3.0
LAB,,3.0
GOV,,1.0
REB,,8.0
MED,,-6.5
,GOV,3.4
,MIL,-0.4
,GOV,4.0
,REB,-5.0
GOV,REB,-5.0
MED,,-6.5
,GOV,1.0
GOV,,0.0
GOV,,3.0
,COP,-5.0
CVL,,-2.0
REB,,1.0
REB,GOV,1.0
LAB,,-5.0
GOV,,1.0
,MED,0.0
REB,,4.0
,REB,4.0
REB,,4.0
HLH,,2.8
,REB,4.0
,HLH,1.9
GOV,,0.0
,,3.4
,JUD,1.0
JUD,,1.0
,COP,2.8
COP,,-5.0
,BUS,6.0
MIL,,0.0
COP,,2.8
COP,,1.9
,COP,1.9
,GOV,0.0
GOV,,4.0
GOV,,0.0
COP,,1.0
,,1.0
COP,GOV,1.0
GOV,,3.0
,GOV,3.0
,REB,3.0
,LEG,0.0
MED,,0.0
,GOV,-6.5
JUD,,-9.5
GOV,,1.0
JUD,,-9.5
COP,,-5.0
BUS,,6.4
GOV,,4.0
,REB,-2.0
,JUD,3.4
GOV,,7.0
ELI,GOV,1.0
GOV,ELI,1.0
GOV,ELI,4.0
,,-8.0
,REB,-5.0
,MED,-9.0
,,0.0
COP,,-7.2
GOV,GOV,1.0
GOV,GOV,1.0
GOV,REB,3.4
,ELI,-4.4
,JUD,0.0
COP,,-10.0
GOV,,7.0
,GOV,-2.0
,GOV,-5.0
GOV,,7.0
BUS,,6.4
,BUS,6.4
GOV,GOV,-5.0
,,-8.0
GOV,GOV,-4.0
LAB,,3.0
GOV,GOV,7.0
,GOV,-7.0
,MIL,-9.2
CVL,,5.0
,MIL,-5.0
,JUD,-5.0
REB,JUD,-5.0
COP,,0.0
JUD,,3.4
BUS,,0.0
GOV,,0.0
,GOV,-4.0
,GOV,7.0
,GOV,1.0
,LAB,3.0
,REB,1.9
REB,,4.0
GOV,,7.0
REB,,-5.0
REB,GOV,0.0
REB,,2.8
REB,REB,-5.0
,REB,-2.0
,LEG,-0.4
LEG,,0.0
GOV,,3.4
REB,JUD,3.5
,GOV,4.0
GOV,,4.0
,GOV,0.0
,MIL,7.0
GOV,GOV,1.9
,LEG,4.0
GOV,GOV,2.8
MIL,,7.0
,REB,4.0
,REB,-4.0
COP,,-7.0
REB,GOV,-5.0
REB,GOV,-7.0
REB,GOV,-4.4
LAB,,3.0
,,3.4
GOV,,4.0
REB,GOV,7.0
,GOV,7.0
GOV,,3.0
GOV,,-4.4
REB,,3.5
,REB,3.5
GOV,,2.8
,GOV,1.9
,GOV,7.0
GOV,REB,5.0
GOV,GOV,1.0
GOV,,1.0
,GOV,1.0
JUD,MIL,-4.0
GOV,,1.0
,GOV,1.0
,REB,5.0
,GOV,4.0
GOV,,7.0
,MIL,-9.2
,GOV,-4.0
GOV,,1.0
,GOV,1.0
REB,,7.0
GOV,REB,7.0
GOV,REB,4.0
GOV,,3.4
,REB,7.0
,GOV,-5.0
,GOV,-2.0
JUD,REB,3.5
GOV,,7.0
,MIL,-5.0
JUD,REB,4.0
MIL,,-10.0
REB,,3.5
,REB,3.0
GOV,,4.0
REB,,-7.0
GOV,,-5.8
GOV,,-5.8
,GOV,3.4
COP,,3.0
REB,,-2.0
REB,JUD,-2.0
,MIL,-5.0
GOV,,3.0
,GOV,5.0
JUD,REB,-2.0
,MED,0.0
MED,,3.4
,MED,3.4
,GOV,3.0
,,-8.0
,MED,0.0
GOV,,3.4
GOV,,-2.0
GOV,,4.0
GOV,,1.9
GOV,,3.0
,GOV,2.8
REB,GOV,-2.0
REB,GOV,3.4
,MIL,3.4
,MIL,3.4
,GOV,1.0
GOV,,7.0
COP,,0.0
,GOV,7.0
,REB,-2.0
,GOV,4.0
GOV,,-4.0
,GOV,7.0
GOV,,1.0
,REB,8.0
REB,,8.0
,GOV,-0.4
GOV,,-0.4
GOV,,3.2
MIL,GOV,8.0
,JUD,0.0
GOV,GOV,3.0
GOV,,1.9
,JUD,3.4
GOV,,0.0
,GOV,2.8
GOV,MIL,8.0
,BUS,-2.0
JUD,,3.4
JUD,,0.0
,GOV,-2.0
,GOV,0.0
REB,REB,1.0
,COP,-9.0
,GOV,7.0
GOV,GOV,7.0
MIL,,0.4
,REB,3.2
,GOV,-2.0
GOV,,1.0
,GOV,1.0
,GOV,1.9
,GOV,-4.0
,GOV,1.0
GOV,,3.0
,MIL,5.2
GOV,GOV,1.0
,CVL,-4.0
GOV,,4.0
CVL,,4.0
,,2.8
,,1.9
,GOV,3.4
,GOV,5.0
,GOV,3.4
,GOV,1.0
,GOV,1.9
GOV,,2.8
GOV,,-2.0
GOV,,3.4
,REB,8.0
REB,,8.0
GOV,,4.0
REB,GOV,-7.0
LEG,,0.4
LAB,,3.0
,REB,3.5
GOV,REB,3.5
MIL,,0.4
REB,GOV,3.5
,LAB,3.0
REB,,-2.0
,GOV,4.0
,JUD,-5.0
REB,,-2.0
OPP,,0.0
,CRM,3.5
,MED,0.0
,MIL,4.0
REB,,3.5
GOV,,7.0
,,1.0
REB,,3.5
GOV,GOV,0.4
GOV,,2.8
,GOV,1.9
,GOV,1.9
,GOV,1.0
GOV,,2.8
,REB,3.5
GOV,,0.0
,REB,-4.0
,,1.0
GOV,GOV,0.0
,REB,0.4
COP,,-2.0
GOV,,2.8
,REB,0.4
MIL,,3.0
,GOV,-2.0
,GOV,-2.0
GOV,GOV,3.0
,REB,1.9
GOV,,0.0
EDU,,1.9
,GOV,-2.0
GOV,REB,-2.0
,GOV,2.8
GOV,,3.4
GOV,,1.0
GOV,,1.9
,OPP,-5.0
,GOV,0.0
,GOV,3.0
MIL,,3.0
GOV,,3.4
,GOV,3.4
GOV,,3.2
GOV,,3.4
GOV,,3.2
,GOV,0.0
REB,,2.8
GOV,,0.0
,EDU,2.8
,REB,3.5
,,2.8
REB,,3.5
MED,,-2.0
,REB,-9.0
JUD,,3.4
GOV,,4.0
,GOV,7.0
JUD,,0.0
,GOV,7.0
,GOV,2.5
,,-4.0
MED,,-6.5
MED,,-6.5
GOV,,0.0
,GOV,4.0
GOV,REB,-5.0
GOV,,7.0
,REB,5.0
,GOV,7.0
GOV,,7.0
,,1.9
GOV,GOV,1.0
,GOV,-2.0
MED,,-2.0
,GOV,3.4
MIL,,3.0
REB,,3.4
,GOV,1.0
LEG,,0.0
GOV,,1.0
,GOV,-2.0
REB,,7.0
,GOV,1.0
GOV,GOV,0.0
GOV,,0.0
,GOV,0.0
,GOV,4.0
,MIL,4.0
,JUD,0.0
,GOV,-2.0
,JUD,3.4
GOV,,1.0
GOV,,8.0
,REB,8.0
GOV,,-9.0
,REB,-2.0
,JUD,-2.0
MIL,GOV,8.0
,GOV,8.0
REB,,-4.0
,COP,0.0
GOV,,7.0
GOV,,0.4
REB,,-2.0
,JUD,-2.0
,COP,-2.0
,COP,3.4
,,0.0
REB,GOV,-10.0
,MIL,4.0
,EDU,-2.0
,GOV,7.0
JUD,,-4.0
REB,,8.0
,JUD,0.0
MIL,,3.0
REB,GOV,4.0
JUD,,3.4
JUD,,0.0
,GOV,-0.4
,GOV,4.0
REB,GOV,-2.0
,GOV,4.0
REB,,-10.0
,JUD,0.0
GOV,,1.0
,JUD,-0.4
REB,,-0.4
GOV,,4.0
,JUD,3.4
GOV,GOV,1.0
REB,GOV,-2.0
COP,,-2.0
JUD,,-5.0
GOV,,-5.0
,GOV,7.0
MIL,,-4.0
,UAF,3.0
JUD,,7.0
GOV,,0.0
,GOV,-5.0
GOV,,-5.0
GOV,,0.0
REB,,-4.0
REB,REB,-5.0
,GOV,0.0
,GOV,7.0
,MIL,1.0
,MIL,3.5
MIL,,3.5
,,0.0
,COP,1.0
,REB,-4.0
GOV,,7.0
GOV,,-4.0
,COP,-2.0
,COP,2.8
,GOV,3.0
REB,GOV,-2.0
COP,,-10.0
REB,,-2.0
REB,GOV,-2.0
GOV,,3.5
REB,,-10.0
REB,,-10.0
LEG,,3.4
REB,,3.4
,REB,1.0
,GOV,0.4
,REB,-4.0
,LEG,1.0
LEG,,0.4
,GOV,-7.2
LEG,,1.0
,CVL,-10.0
,,-10.0
MED,,0.0
GOV,,4.0
GOV,REB,1.0
REB,GOV,0.4
REB,GOV,1.0
,COP,-2.0
,GOV,7.0
,REB,-2.0
,REB,-4.0
,GOV,4.0
,GOV,-4.0
,LEG,4.0
,JUD,-0.4
REB,,1.0
,REB,1.0
REB,,-10.0
,GOV,0.0
REB,GOV,-2.0
,GOV,3.4
,GOV,3.0
LEG,,4.0
,MED,-4.4
,GOV,-0.4
,BUS,3.5
GOV,,3.0
,COP,-5.0
GOV,,0.4
GOV,,0.0
GOV,,3.0
,GOV,4.0
,GOV,7.0
,GOV,-4.0
,GOV,0.0
,REB,-4.0
,JUD,-0.4
GOV,,7.0
MIL,,7.4
,MIL,7.4
GOV,,7.0
,,0.0
,GOV,0.0
,GOV,7.0
COP,,4.0
,GOV,4.0
MIL,CVL,1.0
LAB,,7.0
,LAB,7.0
GOV,,0.0
GOV,,4.0
CVL,,7.0
,GOV,0.4
GOV,REB,1.0
REB,GOV,1.0
GOV,,1.0
,GOV,1.0
,GOV,-5.0
,MIL,-4.0
REB,GOV,0.4
,MIL,7.4
,CVL,2.8
GOV,,3.5
,,-4.0
CVL,MIL,5.2
COP,,-5.0
GOV,,3.0
,COP,-2.0
,GOV,-5.0
REB,,-9.2
LEG,,-4.0
,JUD,3.4
,COP,-2.0
,,4.0
CVL,MIL,-4.0
,,4.0
,GOV,7.0
CVL,MIL,1.0
GOV,,-2.0
LEG,,0.0
,EDU,4.0
EDU,,4.0
,REB,-4.0
,REB,3.4
HLH,,2.8
REB,GOV,-4.0
REB,GOV,-2.0
REB,,4.0
,REB,4.0
,GOV,3.4
REB,,1.9
,HLH,1.9
,GOV,4.0
MED,,4.0
,MED,4.0
BUS,,1.0
,LAB,7.0
EDU,,-5.0
LAB,,7.0
,REB,2.8
,,1.9
,GOV,5.0
,,2.8
,REB,4.0
,,2.8
EDU,,6.0
,GOV,7.0
GOV,,0.0
REB,,-5.0
GOV,,-2.0
GOV,,4.0
,GOV,7.0
REB,,4.0
REB,MIL,0.0
GOV,,5.0
BUS,,-2.0
,,1.9
MIL,,0.0
REB,,-4.4
COP,,-2.0
,GOV,3.4
,GOV,1.0
,REB,2.8
,UAF,1.0
,,1.9
GOV,,4.0
GOV,,0.0
,REB,7.4
,GOV,4.0
GOV,,-2.0
GOV,,5.0
GOV,,3.0
,COP,0.0
GOV,,-5.0
,GOV,-2.0
REB,,1.9
,MIL,-9.0
,,-10.0
,GOV,0.0
MIL,,7.4
MED,,-9.0
JUD,REB,4.0
REB,,0.0
GOV,,1.0
REB,,1.0
REB,GOV,1.0
,MIL,3.5
COP,,-5.0
GOV,EDU,7.4
GOV,,0.0
GOV,GOV,1.0
MIL,GOV,3.5
JUD,,-2.0
GOV,MIL,3.5
MIL,,3.5
REB,GOV,8.0
GOV,REB,8.0
,JUD,-0.4
,MIL,8.0
GOV,,3.0
GOV,LEG,3.0
REB,GOV,2.8
,GOV,3.0
GOV,REB,1.9
BUS,,-0.4
MIL,,8.0
JUD,,7.4
GOV,,0.0
,REB,3.0
,REB,4.0
,REB,8.0
REB,,4.0
REB,,8.0
,REB,3.4
GOV,REB,3.4
,GOV,0.0
LAB,,-2.0
LAB,,-4.0
GOV,REB,1.0
REB,GOV,1.0
REB,,7.0
GOV,,0.0
JUD,,3.0
GOV,MIL,0.0
LEG,,3.0
,REB,-4.0
GOV,REB,8.0
REB,,4.0
MIL,,7.4
,BUS,-5.0
,GOV,3.0
REB,GOV,8.0
GOV,REB,3.0
,GOV,2.8
,GOV,2.8
,GOV,7.0
GOV,,1.9
GOV,,1.9
,,-10.0
,REB,0.0
,REB,0.0
,REB,3.0
GOV,,7.0
MIL,,1.9
,MIL,2.8
,,-5.0
REB,,4.0
REB,,1.9
,REB,2.8
REB,,4.0
REB,,8.0
REB,GOV,8.0
,REB,4.0
,REB,2.8
REB,,1.9
,REB,2.8
REB,,1.9
,,3.4
REB,,1.9
GOV,REB,-5.0
LEG,REB,-4.0
REB,,3.4
,GOV,4.0
REB,,-5.0
GOV,REB,4.0
,REB,-4.0
,REB,2.8
,CVL,-4.4
COP,,-9.0
GOV,REB,3.4
,REB,8.0
REB,GOV,4.0
GOV,REB,4.0
REB,REB,-10.0
LEG,REB,-2.0
,GOV,4.0
MIL,REB,2.8
JUD,,-5.0
GOV,,3.0
,GOV,7.0
GOV,REB,-5.0
REB,MIL,1.9
REB,,2.8
,REB,1.9
MIL,REB,-9.5
,REB,3.0
REB,,4.0
REB,,1.9
COP,,-2.0
,REB,9.0
,MED,4.0
,GOV,-5.0
REB,,1.9
,REB,2.8
,GOV,-5.0
,GOV,-2.0
,MIL,-4.4
,REB,2.8
REB,REB,4.0
REB,REB,4.0
,,-5.0
,GOV,4.0
REB,,1.9
JUD,EDU,-5.0
JUD,EDU,-10.0
GOV,REB,3.0
,REB,2.8
GOV,,8.0
,REB,-4.4
,GOV,8.0
,GOV,4.0
REB,,1.9
REB,,-9.0
REB,,1.9
,REB,2.8
,LEG,-6.5
,GOV,4.0
,EDU,-2.0
REB,,2.8
MIL,,1.9
,MIL,2.8
,REB,7.0
,REB,1.9
,GOV,-5.0
REB,,0.0
,REB,1.9
,REB,2.8
,REB,8.0
REB,,8.0
GOV,,0.0
GOV,REB,4.0
,REB,2.8
REB,,2.8
REB,,1.9
JUD,GOV,3.4
,REB,0.4
,GOV,8.0
,GOV,-5.0
GOV,,8.0
GOV,,-5.0
BUS,,-9.0
JUD,GOV,0.0
JUD,,0.0
,MIL,7.0
GOV,REB,6.0
COP,,-2.0
MIL,,-5.0
,,-2.0
GOV,,8.0
REB,REB,4.0
REB,REB,4.0
,GOV,8.0
,MED,3.4
,REB,2.8
REB,,1.9
REB,REB,2.8
REB,REB,1.9
,REB,2.8
REB,,1.9
,REB,2.8
REB,,1.9
REB,,1.9
,GOV,-6.5
,CVL,4.0
MIL,,-5.0
MIL,,7.4
,CVL,-4.4
REB,REB,9.0
GOV,,1.9
,GOV,2.8
GOV,,-2.0
GOV,GOV,-2.0
REB,,3.0
,LEG,9.0
,REB,7.0
,REB,9.0
REB,,-5.0
REB,,-5.0
MIL,,-2.0
,GOV,0.0
,REB,8.0
,GOV,4.0
REB,,3.0
REB,REB,2.8
REB,,-5.0
REB,,-5.0
REB,REB,1.9
REB,,1.9
REB,,-9.0
,REB,2.8
,REB,-4.4
CVL,,4.0
,REB,0.0
REB,,8.0
GOV,,0.0
,MED,3.4
REB,,8.0
GOV,,0.0
REB,,-4.0
GOV,,3.5
,REB,7.0
,REB,7.0
,REB,0.0
REB,,4.0
,REB,2.8
GOV,REB,5.0
JUD,,7.0
,GOV,3.5
REB,,3.4
REB,,-4.0
GOV,,3.4
REB,,1.9
,GOV,8.0
,GOV,4.0
,REB,2.8
REB,GOV,4.0
REB,,4.0
GOV,REB,4.0
,REB,4.0
GOV,,8.0
REB,GOV,3.4
,GOV,8.0
,CRM,3.5
GOV,,8.0
GOV,,2.8
,GOV,7.0
,REB,2.8
GOV,,7.0
GOV,REB,4.0
REB,GOV,4.0
GOV,,3.4
MIL,,-2.0
REB,,8.0
REB,GOV,-4.0
GOV,,-2.0
,GOV,1.9
,GOV,1.0
,REB,7.0
,REB,8.0
GOV,,-2.0
,MED,3.4
,HLH,3.0
GOV,REB,7.0
GOV,,-2.0
,REB,7.0
REB,GOV,7.0
,MED,3.4
CRM,,-2.0
GOV,REB,8.0
GOV,,1.0
REB,GOV,8.0
,GOV,2.8
,REB,5.0
REB,REB,7.0
COP,,-5.0
COP,,-9.0
REB,REB,9.0
,REB,-7.0
MIL,,4.0
,GOV,-5.0
GOV,,-4.4
LEG,,-5.0
REB,,1.9
GOV,,-4.4
,REB,2.8
,REB,4.0
,GOV,0.0
,GOV,8.0
GOV,,8.0
REB,,1.9
GOV,REB,4.0
REB,GOV,4.0
GOV,,1.9
,GOV,1.9
GOV,,2.8
,GOV,2.8
REB,,1.9
,CRM,6.0
CRM,,6.0
,LEG,-9.5
CRM,,-10.0
MIL,,-2.0
REB,,7.0
,GOV,4.0
,REB,4.0
CVL,,2.8
,LEG,1.9
BUS,,6.0
,BUS,-5.0
,REB,4.0
LEG,,2.8
,CVL,1.9
,BUS,6.0
CVL,,2.8
,GOV,-9.0
JUD,,-2.0
,GOV,5.2
,GOV,-7.2
,GOV,-9.0
,GOV,-7.2
,GOV,1.0
GOV,,1.0
GOV,,4.0
LEG,,0.0
,GOV,-2.0
,GOV,1.9
GOV,,0.0
GOV,,2.8
GOV,,1.9
MIL,,-5.0
GOV,REB,4.0
REB,GOV,4.0
CRM,,3.0
GOV,,-5.0
,CRM,7.0
,LEG,-9.5
BUS,,4.0
LEG,,4.0
,CVL,1.9
,GOV,2.8
GOV,,8.0
,REB,7.0
